po_id,po_number,vendor_key,po_date,expected_date,total_amount,status,received_date,payment_terms,buyer,department_key
2165,PO002165,9,2025-03-29,2025-05-12,391841.19,Partial,,Net 45,Samuel Wood,7
9448,PO009448,32,2025-03-29,2025-04-23,250737.13,Completed,2025-05-02,Net 45,Grace Walker,8
4012,PO004012,30,2025-03-29,2025-05-03,123099.16,Completed,2025-04-07,Net 30,Emma Thomas,8
15509,PO015509,32,2025-03-29,2025-05-12,270484.16,Partial,,Net 45,Thomas Taylor,3
12782,PO012782,45,2025-03-29,2025-04-20,474732.08,Completed,2025-05-11,Net 90,Emily Hughes,5
11447,PO011447,34,2025-03-30,2025-05-26,419400.41,Completed,2025-05-02,Net 60,Matthew Jackson,4
5798,PO005798,6,2025-03-30,2025-04-17,114697.54,Completed,2025-05-04,Net 90,Sophie Thomas,6
17721,PO017721,13,2025-03-30,2025-05-05,269416.88,Cancelled,,Net 60,Harry Hughes,9
18392,PO018392,50,2025-03-30,2025-04-17,419870.04,Completed,2025-05-04,Net 30,Lily Hughes,4
9265,PO009265,40,2025-03-30,2025-05-17,275310.61,Open,,Net 60,Benjamin Johnson,8
16984,PO016984,50,2025-03-30,2025-05-16,433932.65,Cancelled,,Net 60,Lucas Brown,9
10454,PO010454,3,2025-03-30,2025-05-04,255956.53,Cancelled,,Net 90,Lily White,8
3609,PO003609,39,2025-03-30,2025-04-23,268672.52,Cancelled,,Net 90,Alice Johnson,10
15793,PO015793,10,2025-03-30,2025-04-27,441940.18,Completed,2025-05-14,Net 45,Ava Patel,2
775,PO000775,40,2025-03-31,2025-04-25,257171.92,Completed,2025-04-30,Net 60,Oliver Taylor,10
6351,PO006351,43,2025-03-31,2025-04-29,213891.13,Completed,2025-04-28,Net 45,William Roberts,5
7559,PO007559,48,2025-03-31,2025-04-08,369767.94,Completed,2025-05-03,Net 60,Oliver Thomas,2
16974,PO016974,16,2025-03-31,2025-04-13,393553.12,Completed,2025-04-29,Net 90,Daniel Edwards,4
2972,PO002972,35,2025-03-31,2025-04-15,485780.24,Completed,2025-05-12,Net 90,Evelyn Jackson,3
12408,PO012408,43,2025-03-31,2025-05-04,310479.21,Completed,2025-05-07,Net 90,Ruby Harris,10
970,PO000970,28,2025-03-31,2025-04-25,38869.69,Cancelled,,Net 90,Olivia Cooper,6
12887,PO012887,43,2025-03-31,2025-05-25,444924.21,Open,,Net 30,Henry Williams,2
17758,PO017758,42,2025-03-31,2025-05-05,22208.06,Partial,,Net 90,Samuel Evans,7
19585,PO019585,41,2025-04-01,2025-05-24,460474.71,Completed,2025-04-19,Net 60,Evelyn Evans,4
508,PO000508,9,2025-04-01,2025-05-25,127616.0,Completed,2025-04-27,Net 45,Oliver Thompson,3
4979,PO004979,9,2025-04-01,2025-05-16,129507.39,Partial,,Net 90,Amelia Robinson,6
4696,PO004696,12,2025-04-01,2025-05-05,221614.09,Open,,Net 45,Freya Evans,8
19264,PO019264,23,2025-04-01,2025-05-30,26994.82,Completed,2025-04-08,Net 90,Benjamin Wood,10
12197,PO012197,44,2025-04-01,2025-05-21,248576.71,Completed,2025-04-26,Net 45,Leo Thomas,3
14762,PO014762,49,2025-04-01,2025-04-17,217738.0,Completed,2025-04-26,Net 30,Joseph Wood,9
6334,PO006334,23,2025-04-01,2025-05-19,2046.99,Completed,2025-04-24,Net 60,Benjamin Taylor,5
1481,PO001481,6,2025-04-01,2025-04-21,216360.19,Open,,Net 30,Freya Green,7
11099,PO011099,46,2025-04-01,2025-04-24,365842.98,Partial,,Net 90,Lily Hall,6
11851,PO011851,9,2025-04-01,2025-05-03,483437.37,Open,,Net 60,Jack Martin,5
17845,PO017845,11,2025-04-01,2025-05-04,319324.97,Open,,Net 60,Thomas Martin,6
4130,PO004130,40,2025-04-02,2025-05-21,446259.49,Cancelled,,Net 90,Daniel Cooper,10
11498,PO011498,2,2025-04-02,2025-05-18,421078.06,Completed,2025-04-30,Net 90,Ava Williams,10
13856,PO013856,47,2025-04-02,2025-05-26,129066.87,Partial,,Net 60,Daniel Martin,5
3926,PO003926,18,2025-04-02,2025-04-18,194215.03,Open,,Net 30,David White,9
1351,PO001351,44,2025-04-02,2025-05-21,26185.77,Completed,2025-05-02,Net 45,David Edwards,2
11454,PO011454,26,2025-04-02,2025-05-19,115334.43,Open,,Net 60,Samuel Cooper,5
5730,PO005730,18,2025-04-02,2025-04-13,69944.73,Partial,,Net 60,Ruby White,10
533,PO000533,1,2025-04-02,2025-05-10,232027.47,Open,,Net 30,Chloe Johnson,4
4770,PO004770,31,2025-04-02,2025-05-14,462078.2,Partial,,Net 30,Daniel Wood,9
2398,PO002398,10,2025-04-02,2025-05-06,152398.91,Completed,2025-04-21,Net 60,Mia Smith,3
19493,PO019493,8,2025-04-02,2025-05-30,485949.04,Cancelled,,Net 90,Lily Hughes,5
15400,PO015400,44,2025-04-02,2025-04-28,293842.63,Cancelled,,Net 45,Ruby Johnson,1
6256,PO006256,44,2025-04-02,2025-05-02,246934.58,Open,,Net 90,Henry White,4
19641,PO019641,45,2025-04-03,2025-05-29,274662.47,Cancelled,,Net 45,Freya Roberts,6
1878,PO001878,46,2025-04-03,2025-06-02,200486.99,Completed,2025-04-12,Net 45,Oscar Taylor,1
19541,PO019541,11,2025-04-03,2025-05-02,58977.35,Open,,Net 30,Olivia Martin,9
15432,PO015432,32,2025-04-03,2025-05-31,279082.6,Completed,2025-05-16,Net 30,Jessica Evans,2
7797,PO007797,42,2025-04-03,2025-05-21,464553.71,Partial,,Net 30,Evelyn Patel,3
18386,PO018386,3,2025-04-03,2025-04-12,372791.31,Partial,,Net 60,William Hughes,8
18740,PO018740,28,2025-04-03,2025-04-14,431461.12,Completed,2025-05-11,Net 60,Freya Jackson,8
18996,PO018996,17,2025-04-03,2025-05-22,249726.55,Open,,Net 90,Evelyn Patel,4
2400,PO002400,7,2025-04-04,2025-04-20,170128.59,Completed,2025-04-18,Net 45,Daniel Harris,1
11634,PO011634,32,2025-04-04,2025-05-23,180339.03,Partial,,Net 60,Henry Hughes,4
9685,PO009685,26,2025-04-04,2025-04-16,371430.28,Completed,2025-04-15,Net 90,Sophia Taylor,6
13090,PO013090,19,2025-04-04,2025-05-19,52687.02,Completed,2025-04-11,Net 30,Jessica Lewis,10
15014,PO015014,23,2025-04-04,2025-04-22,96243.63,Completed,2025-05-03,Net 45,David Wilson,2
8391,PO008391,37,2025-04-04,2025-05-10,265152.0,Open,,Net 45,Ruby Evans,9
3491,PO003491,34,2025-04-04,2025-05-11,344854.7,Completed,2025-04-24,Net 90,Mia Wright,6
14147,PO014147,19,2025-04-04,2025-04-15,437405.86,Open,,Net 45,Sophia Jackson,3
6430,PO006430,2,2025-04-04,2025-04-19,459488.14,Open,,Net 45,Mia Edwards,5
2,PO000002,29,2025-04-04,2025-06-02,63014.85,Completed,2025-05-03,Net 90,Ava Martin,10
7881,PO007881,2,2025-04-05,2025-05-02,201001.4,Partial,,Net 60,Harper Davies,4
16128,PO016128,25,2025-04-05,2025-05-30,451650.42,Partial,,Net 30,Amelia Brown,6
10594,PO010594,14,2025-04-05,2025-05-28,72715.45,Open,,Net 30,Sophia Harris,10
311,PO000311,20,2025-04-05,2025-04-20,339918.85,Completed,2025-05-02,Net 45,James Evans,3
19428,PO019428,14,2025-04-05,2025-04-21,161205.59,Completed,2025-04-22,Net 90,Ava Green,9
18977,PO018977,30,2025-04-05,2025-04-23,17158.6,Completed,2025-05-16,Net 45,Evelyn Jackson,6
19811,PO019811,2,2025-04-05,2025-04-16,379602.43,Partial,,Net 30,Alexander Jones,9
3418,PO003418,11,2025-04-05,2025-06-01,176295.45,Cancelled,,Net 90,Thomas Jones,1
19261,PO019261,47,2025-04-05,2025-05-08,121588.24,Completed,2025-05-09,Net 30,Olivia Brown,7
19351,PO019351,47,2025-04-05,2025-05-08,53981.83,Open,,Net 60,Emma Cooper,2
256,PO000256,41,2025-04-06,2025-05-04,204930.68,Open,,Net 90,Matthew Williams,6
9106,PO009106,2,2025-04-06,2025-05-22,460175.6,Completed,2025-05-15,Net 30,Alice Smith,5
12601,PO012601,6,2025-04-06,2025-05-30,242741.44,Open,,Net 60,Joseph Wright,1
4815,PO004815,18,2025-04-06,2025-05-12,290755.16,Completed,2025-05-03,Net 90,Emma Lewis,10
15709,PO015709,12,2025-04-06,2025-05-05,265737.13,Open,,Net 30,Freya Harris,1
1869,PO001869,46,2025-04-06,2025-04-21,38247.45,Open,,Net 45,Emily White,9
19277,PO019277,50,2025-04-06,2025-04-15,411315.07,Completed,2025-04-19,Net 45,Amelia Smith,7
13575,PO013575,34,2025-04-06,2025-05-21,357500.47,Completed,2025-04-13,Net 60,Noah Jones,8
5838,PO005838,15,2025-04-06,2025-04-27,390641.15,Cancelled,,Net 60,David Jackson,6
14116,PO014116,42,2025-04-07,2025-05-07,367478.56,Completed,2025-04-17,Net 45,Mia Brown,3
11010,PO011010,4,2025-04-07,2025-04-25,231196.19,Open,,Net 90,Lucas Robinson,6
2348,PO002348,10,2025-04-07,2025-05-03,297358.85,Completed,2025-05-10,Net 45,Evelyn Hall,8
17340,PO017340,19,2025-04-07,2025-04-28,277724.38,Completed,2025-05-13,Net 30,Thomas Robinson,10
14386,PO014386,39,2025-04-07,2025-04-23,82519.62,Completed,2025-05-16,Net 45,Emma Hill,8
11599,PO011599,37,2025-04-07,2025-05-01,378230.13,Completed,2025-05-03,Net 30,Amelia Thompson,9
436,PO000436,41,2025-04-07,2025-04-25,133945.36,Open,,Net 60,Chloe Walker,3
2938,PO002938,23,2025-04-07,2025-04-20,343607.26,Completed,2025-04-17,Net 30,Leo Smith,6
9189,PO009189,39,2025-04-07,2025-05-30,187215.16,Open,,Net 60,Mia Roberts,1
15856,PO015856,9,2025-04-07,2025-05-26,371155.85,Completed,2025-04-18,Net 90,Harry Cooper,8
1246,PO001246,20,2025-04-07,2025-04-26,40896.3,Completed,2025-05-04,Net 90,Mia Harris,5
6495,PO006495,5,2025-04-07,2025-05-18,134429.6,Completed,2025-05-15,Net 30,Ava Walker,5
209,PO000209,25,2025-04-07,2025-05-30,419076.84,Cancelled,,Net 30,Charlie Harris,5
16952,PO016952,30,2025-04-08,2025-05-26,74093.53,Open,,Net 60,Leo Walker,8
15743,PO015743,14,2025-04-08,2025-05-07,351917.19,Cancelled,,Net 30,Grace Clarke,7
12916,PO012916,37,2025-04-08,2025-04-16,105088.89,Completed,2025-05-15,Net 90,Joseph Williams,3
9193,PO009193,42,2025-04-08,2025-05-28,136769.62,Completed,2025-05-04,Net 90,Henry Edwards,10
2647,PO002647,14,2025-04-08,2025-05-19,404617.18,Completed,2025-05-04,Net 60,Isabella Hughes,4
1467,PO001467,37,2025-04-08,2025-04-15,380732.19,Completed,2025-05-08,Net 90,Oscar Robinson,7
4090,PO004090,45,2025-04-08,2025-04-29,206183.62,Partial,,Net 45,Daniel Roberts,2
7659,PO007659,30,2025-04-09,2025-06-01,477548.15,Completed,2025-05-01,Net 90,Alexander Walker,5
15659,PO015659,38,2025-04-09,2025-04-16,171394.76,Completed,2025-05-16,Net 45,Evelyn Harris,6
2043,PO002043,9,2025-04-09,2025-05-11,192839.52,Completed,2025-05-24,Net 30,William Green,2
8442,PO008442,6,2025-04-09,2025-06-04,183251.55,Partial,,Net 30,Ruby Cooper,6
10743,PO010743,24,2025-04-09,2025-05-25,273703.41,Cancelled,,Net 45,James Walker,3
591,PO000591,50,2025-04-09,2025-05-07,487507.19,Cancelled,,Net 90,Harry Patel,9
14223,PO014223,13,2025-04-09,2025-05-27,63533.57,Completed,2025-05-06,Net 30,Harper Patel,9
7448,PO007448,40,2025-04-10,2025-05-14,285029.34,Completed,2025-04-22,Net 60,Oliver Smith,2
9546,PO009546,39,2025-04-10,2025-04-19,112937.87,Open,,Net 45,Ella Brown,3
16024,PO016024,26,2025-04-10,2025-05-26,486419.91,Partial,,Net 60,Charlie Patel,5
11803,PO011803,19,2025-04-10,2025-06-03,116569.41,Completed,2025-05-25,Net 45,Mia Thomas,9
1548,PO001548,23,2025-04-10,2025-06-08,34046.59,Completed,2025-05-21,Net 45,Jessica Cooper,3
2116,PO002116,39,2025-04-10,2025-05-08,31222.17,Open,,Net 90,William Turner,2
11247,PO011247,25,2025-04-10,2025-04-19,323280.17,Completed,2025-04-24,Net 30,Chloe Patel,1
6210,PO006210,1,2025-04-10,2025-04-26,6627.96,Completed,2025-05-04,Net 90,Isabella Evans,3
13360,PO013360,29,2025-04-10,2025-06-03,21125.2,Completed,2025-05-25,Net 60,Harry Jones,1
16156,PO016156,6,2025-04-10,2025-06-03,153441.68,Completed,2025-05-11,Net 60,George Brown,3
2731,PO002731,4,2025-04-10,2025-05-11,48941.44,Cancelled,,Net 90,Sophia Evans,2
2464,PO002464,44,2025-04-11,2025-04-28,458457.76,Completed,2025-04-25,Net 60,Alice White,5
94,PO000094,22,2025-04-11,2025-06-06,349041.93,Cancelled,,Net 30,Thomas White,7
7233,PO007233,44,2025-04-11,2025-05-09,470196.32,Completed,2025-05-22,Net 60,Alexander Davies,3
12779,PO012779,5,2025-04-11,2025-06-07,27727.98,Partial,,Net 60,Charlotte Hill,7
1752,PO001752,48,2025-04-11,2025-04-24,82416.06,Partial,,Net 45,Chloe Thomas,4
19556,PO019556,5,2025-04-11,2025-05-21,189688.79,Cancelled,,Net 30,Olivia Williams,10
19622,PO019622,15,2025-04-11,2025-06-01,120887.12,Cancelled,,Net 90,Benjamin Cooper,7
14291,PO014291,22,2025-04-11,2025-04-26,360433.59,Cancelled,,Net 90,Harry Taylor,4
4424,PO004424,14,2025-04-12,2025-06-10,496626.43,Completed,2025-05-03,Net 60,Freya Roberts,8
319,PO000319,34,2025-04-12,2025-05-27,360242.45,Open,,Net 30,Freya Harris,5
18183,PO018183,43,2025-04-12,2025-06-05,479008.4,Partial,,Net 90,Grace Davies,9
2071,PO002071,3,2025-04-12,2025-06-01,216857.56,Open,,Net 45,Olivia Walker,1
5279,PO005279,17,2025-04-12,2025-06-06,1574.4,Partial,,Net 60,Chloe Hill,2
6720,PO006720,45,2025-04-12,2025-05-05,232638.17,Completed,2025-05-10,Net 30,Oliver Clarke,5
14591,PO014591,9,2025-04-12,2025-04-27,127389.9,Completed,2025-05-12,Net 90,David Walker,7
16076,PO016076,18,2025-04-12,2025-04-28,382166.49,Completed,2025-04-27,Net 45,Charlotte Harris,9
17307,PO017307,13,2025-04-12,2025-05-29,225266.42,Partial,,Net 90,James Johnson,9
981,PO000981,33,2025-04-12,2025-05-04,13723.63,Partial,,Net 45,Daniel Martin,9
7153,PO007153,20,2025-04-13,2025-05-18,54079.27,Completed,2025-04-24,Net 90,Grace Turner,4
14851,PO014851,10,2025-04-13,2025-05-14,269968.65,Completed,2025-04-20,Net 30,Lily Patel,6
13040,PO013040,31,2025-04-13,2025-04-29,264230.09,Completed,2025-05-01,Net 30,Leo Roberts,4
7112,PO007112,3,2025-04-13,2025-04-20,325270.79,Partial,,Net 45,David Thompson,10
19339,PO019339,29,2025-04-13,2025-06-05,316059.59,Partial,,Net 60,Charlotte Martin,9
8173,PO008173,47,2025-04-13,2025-05-04,438525.88,Partial,,Net 45,Charlie Harris,6
14251,PO014251,4,2025-04-13,2025-06-04,359628.38,Partial,,Net 45,David Walker,8
11832,PO011832,35,2025-04-13,2025-05-08,494166.9,Completed,2025-05-26,Net 90,Chloe Cooper,2
3410,PO003410,45,2025-04-13,2025-05-25,293211.97,Completed,2025-04-21,Net 60,Samuel Jackson,2
19148,PO019148,44,2025-04-13,2025-05-19,346200.96,Completed,2025-04-22,Net 30,Evelyn Green,4
4446,PO004446,35,2025-04-14,2025-04-29,224840.41,Open,,Net 30,Harry Lewis,2
4346,PO004346,2,2025-04-14,2025-06-04,429768.72,Completed,2025-04-26,Net 30,Daniel Wright,4
6850,PO006850,18,2025-04-14,2025-04-22,369506.7,Cancelled,,Net 60,Thomas Hall,1
9216,PO009216,29,2025-04-14,2025-05-23,52305.37,Completed,2025-04-30,Net 90,Jack Hughes,5
19032,PO019032,43,2025-04-14,2025-05-01,221990.42,Completed,2025-05-11,Net 45,Ella Edwards,10
9050,PO009050,31,2025-04-14,2025-04-23,364894.4,Completed,2025-05-05,Net 60,Freya Lewis,2
10068,PO010068,2,2025-04-14,2025-05-16,184150.1,Open,,Net 60,Ella Smith,9
18755,PO018755,44,2025-04-14,2025-05-19,2306.5,Partial,,Net 45,Joseph Taylor,2
688,PO000688,33,2025-04-14,2025-05-23,254268.7,Cancelled,,Net 90,Jack Smith,7
16836,PO016836,16,2025-04-14,2025-05-18,258789.14,Open,,Net 90,Amelia Johnson,6
18932,PO018932,37,2025-04-14,2025-05-19,341081.33,Completed,2025-04-26,Net 90,Joseph Evans,10
16059,PO016059,9,2025-04-14,2025-04-30,247252.81,Completed,2025-05-26,Net 90,Mia Clarke,9
17299,PO017299,38,2025-04-15,2025-05-23,389669.47,Partial,,Net 30,Jack Harris,7
17406,PO017406,27,2025-04-15,2025-06-05,108839.83,Completed,2025-05-25,Net 30,Oscar Thomas,5
16685,PO016685,18,2025-04-15,2025-06-01,324978.63,Completed,2025-05-13,Net 60,Ruby Hall,4
18149,PO018149,20,2025-04-15,2025-06-04,201190.7,Cancelled,,Net 30,Benjamin Lewis,8
5814,PO005814,19,2025-04-15,2025-05-09,499728.43,Completed,2025-05-17,Net 90,James Davies,8
1195,PO001195,28,2025-04-15,2025-06-07,384979.15,Completed,2025-05-21,Net 30,Isabella Patel,8
6485,PO006485,13,2025-04-15,2025-05-11,182977.41,Open,,Net 90,Evelyn Johnson,9
2201,PO002201,5,2025-04-15,2025-04-28,102385.6,Cancelled,,Net 45,Lucas Wood,3
9641,PO009641,36,2025-04-15,2025-06-04,188111.09,Completed,2025-05-09,Net 30,Mia Evans,5
9741,PO009741,27,2025-04-16,2025-05-05,180842.67,Cancelled,,Net 45,Isabella Thomas,6
18451,PO018451,19,2025-04-16,2025-06-10,317508.27,Cancelled,,Net 45,Jessica Taylor,8
1249,PO001249,43,2025-04-16,2025-05-09,3165.11,Cancelled,,Net 90,Sophia Martin,2
1055,PO001055,12,2025-04-16,2025-05-03,345434.26,Cancelled,,Net 90,Benjamin Evans,6
10263,PO010263,3,2025-04-16,2025-05-29,264584.7,Cancelled,,Net 60,Mia Williams,7
3969,PO003969,4,2025-04-16,2025-05-28,73627.17,Cancelled,,Net 60,Chloe Thomas,7
811,PO000811,17,2025-04-16,2025-05-30,487500.56,Partial,,Net 45,Emma Walker,6
16936,PO016936,30,2025-04-17,2025-05-05,242755.3,Completed,2025-05-07,Net 60,Isabella Johnson,2
10757,PO010757,50,2025-04-17,2025-06-13,281074.01,Completed,2025-05-28,Net 30,Samuel Edwards,4
5151,PO005151,47,2025-04-17,2025-05-29,485260.57,Completed,2025-05-23,Net 30,Grace Jackson,10
3845,PO003845,42,2025-04-17,2025-06-07,63927.02,Completed,2025-05-14,Net 60,Jessica Green,2
1431,PO001431,44,2025-04-17,2025-04-27,328797.67,Partial,,Net 45,Emma Hall,4
9744,PO009744,17,2025-04-17,2025-05-18,63974.89,Completed,2025-05-09,Net 30,David Harris,7
14365,PO014365,10,2025-04-17,2025-05-11,137470.48,Completed,2025-04-28,Net 90,Daniel Lewis,4
16132,PO016132,45,2025-04-17,2025-04-26,438083.41,Completed,2025-04-25,Net 90,Alice Hughes,5
13075,PO013075,2,2025-04-17,2025-05-19,264914.49,Cancelled,,Net 45,Ella White,4
4765,PO004765,3,2025-04-18,2025-05-12,285210.39,Cancelled,,Net 30,Oscar Turner,10
12619,PO012619,42,2025-04-18,2025-06-04,121384.76,Completed,2025-05-16,Net 45,Alice Green,1
14975,PO014975,44,2025-04-18,2025-05-09,83713.24,Completed,2025-06-01,Net 45,Isabella Robinson,1
5402,PO005402,22,2025-04-18,2025-06-12,404025.21,Completed,2025-05-09,Net 30,Alexander Martin,6
1969,PO001969,13,2025-04-18,2025-06-09,280904.3,Open,,Net 90,Evelyn Wood,3
10076,PO010076,44,2025-04-18,2025-05-19,419878.78,Completed,2025-05-12,Net 45,Emily Harris,4
17332,PO017332,2,2025-04-18,2025-04-25,408367.08,Partial,,Net 60,Oliver Hughes,6
3888,PO003888,48,2025-04-18,2025-05-21,311683.72,Cancelled,,Net 60,Ella Cooper,10
7310,PO007310,48,2025-04-18,2025-05-13,75726.33,Partial,,Net 60,Matthew Hall,7
6261,PO006261,46,2025-04-18,2025-06-04,76911.28,Completed,2025-05-15,Net 30,Daniel Martin,4
15944,PO015944,47,2025-04-18,2025-05-22,313187.69,Partial,,Net 30,Oliver Edwards,7
11173,PO011173,18,2025-04-18,2025-06-10,146047.1,Cancelled,,Net 45,Charlie Jackson,3
17069,PO017069,26,2025-04-18,2025-05-29,125582.95,Completed,2025-04-30,Net 60,Emily Williams,1
15767,PO015767,50,2025-04-18,2025-05-02,170998.07,Completed,2025-04-30,Net 30,David Hughes,1
5037,PO005037,42,2025-04-19,2025-05-15,340084.02,Partial,,Net 60,Ruby Smith,6
15663,PO015663,50,2025-04-19,2025-05-05,318601.54,Completed,2025-05-11,Net 30,Sophia Johnson,10
10384,PO010384,24,2025-04-19,2025-06-02,292059.14,Cancelled,,Net 60,Jack Harris,1
6003,PO006003,7,2025-04-19,2025-05-31,243107.69,Open,,Net 90,Joseph Jones,9
580,PO000580,20,2025-04-19,2025-04-30,360171.48,Open,,Net 45,Oliver Clarke,2
2584,PO002584,34,2025-04-19,2025-05-12,179395.67,Completed,2025-05-06,Net 45,Freya Thompson,7
2561,PO002561,4,2025-04-19,2025-06-05,103945.23,Open,,Net 60,Sophia Turner,6
2197,PO002197,17,2025-04-19,2025-04-30,487081.38,Completed,2025-05-04,Net 45,Oliver Edwards,4
13225,PO013225,43,2025-04-19,2025-05-16,7838.52,Cancelled,,Net 60,Oscar Green,4
9811,PO009811,46,2025-04-19,2025-06-03,132351.55,Completed,2025-05-02,Net 90,Oliver Turner,1
3126,PO003126,46,2025-04-19,2025-06-01,115841.92,Completed,2025-05-21,Net 60,Sophia Edwards,10
4694,PO004694,30,2025-04-20,2025-05-27,201819.26,Cancelled,,Net 30,Harry Thomas,6
11213,PO011213,16,2025-04-20,2025-05-01,243441.92,Completed,2025-06-03,Net 60,Chloe White,8
14056,PO014056,10,2025-04-20,2025-05-09,410610.23,Cancelled,,Net 45,Ruby White,3
4503,PO004503,19,2025-04-20,2025-05-07,38665.2,Partial,,Net 45,Isabella Johnson,7
11988,PO011988,33,2025-04-20,2025-06-05,40433.46,Cancelled,,Net 90,Benjamin Hall,10
16025,PO016025,41,2025-04-20,2025-05-04,432088.58,Partial,,Net 30,Ava Wood,8
17874,PO017874,32,2025-04-20,2025-06-13,128462.43,Open,,Net 90,Oscar Johnson,5
9548,PO009548,8,2025-04-20,2025-05-19,119995.71,Cancelled,,Net 30,Noah Smith,9
10314,PO010314,26,2025-04-20,2025-06-15,494483.34,Completed,2025-05-12,Net 60,Noah Hughes,4
7933,PO007933,30,2025-04-20,2025-05-13,62521.25,Cancelled,,Net 90,George Hill,3
3148,PO003148,5,2025-04-20,2025-05-25,360365.97,Open,,Net 45,Mia Patel,10
8225,PO008225,47,2025-04-20,2025-04-29,82052.27,Completed,2025-05-17,Net 45,Sophia Hughes,9
6331,PO006331,37,2025-04-21,2025-05-27,492781.75,Completed,2025-06-02,Net 30,Chloe Edwards,6
4395,PO004395,19,2025-04-21,2025-06-20,484072.01,Completed,2025-04-30,Net 90,Charlotte Turner,5
18916,PO018916,5,2025-04-21,2025-06-08,158795.08,Partial,,Net 60,Charlie Thompson,8
3205,PO003205,37,2025-04-21,2025-06-14,51602.74,Cancelled,,Net 30,Joseph Davies,1
4080,PO004080,34,2025-04-21,2025-05-06,305081.21,Cancelled,,Net 30,Daniel Cooper,1
8499,PO008499,11,2025-04-21,2025-05-06,312911.32,Partial,,Net 45,Henry Clarke,9
16332,PO016332,8,2025-04-21,2025-05-18,316959.1,Partial,,Net 90,Olivia Martin,1
11578,PO011578,50,2025-04-21,2025-05-08,142945.61,Open,,Net 45,Joseph Davies,1
8663,PO008663,23,2025-04-21,2025-05-11,135726.02,Cancelled,,Net 45,Samuel Wright,1
12709,PO012709,2,2025-04-21,2025-05-11,174725.53,Cancelled,,Net 60,Isabella Williams,9
17578,PO017578,14,2025-04-21,2025-06-15,194902.71,Cancelled,,Net 60,Ella Thompson,6
11612,PO011612,26,2025-04-21,2025-05-23,162714.81,Completed,2025-04-29,Net 60,Alice Harris,10
4198,PO004198,39,2025-04-21,2025-05-15,208977.85,Completed,2025-06-01,Net 60,Emily Edwards,10
8559,PO008559,47,2025-04-21,2025-05-09,129654.53,Completed,2025-05-02,Net 90,Olivia Lewis,3
13521,PO013521,11,2025-04-21,2025-06-02,181290.65,Completed,2025-05-27,Net 45,Olivia Davies,1
6618,PO006618,47,2025-04-21,2025-05-09,457660.31,Open,,Net 60,James Hall,10
1418,PO001418,38,2025-04-21,2025-05-17,241178.82,Open,,Net 60,Thomas Jones,1
17632,PO017632,11,2025-04-21,2025-06-10,73031.44,Cancelled,,Net 45,Jack Turner,5
12503,PO012503,50,2025-04-21,2025-05-14,496260.25,Completed,2025-05-25,Net 90,Thomas Cooper,2
8944,PO008944,14,2025-04-21,2025-06-08,106860.12,Completed,2025-06-02,Net 45,Ella Clarke,6
14849,PO014849,32,2025-04-21,2025-05-15,442275.59,Completed,2025-05-19,Net 60,Ruby Hill,2
9945,PO009945,24,2025-04-22,2025-05-29,155214.85,Completed,2025-04-29,Net 60,Emily Wood,5
19757,PO019757,43,2025-04-22,2025-05-08,200122.82,Completed,2025-05-15,Net 90,Lucas Patel,4
5858,PO005858,38,2025-04-22,2025-06-18,197627.62,Completed,2025-05-31,Net 90,Freya Green,10
789,PO000789,38,2025-04-22,2025-06-12,215171.89,Completed,2025-05-15,Net 45,Matthew Evans,7
19164,PO019164,10,2025-04-22,2025-06-18,491777.28,Open,,Net 60,Jack Edwards,8
17665,PO017665,50,2025-04-22,2025-05-09,213593.25,Completed,2025-05-26,Net 30,George Wood,5
14487,PO014487,17,2025-04-22,2025-06-10,28495.81,Partial,,Net 60,Ava Roberts,5
2226,PO002226,36,2025-04-22,2025-05-12,492429.17,Completed,2025-05-25,Net 45,Alice Hall,5
1258,PO001258,18,2025-04-23,2025-06-07,52032.28,Partial,,Net 60,William Hughes,8
1768,PO001768,14,2025-04-23,2025-05-14,405728.36,Cancelled,,Net 45,Harper Turner,4
12251,PO012251,44,2025-04-23,2025-05-20,328908.01,Completed,2025-05-21,Net 90,Sophie Thomas,6
17571,PO017571,23,2025-04-23,2025-06-22,192613.17,Open,,Net 45,Samuel Martin,7
7733,PO007733,11,2025-04-23,2025-06-13,290724.22,Completed,2025-05-18,Net 60,Emily Robinson,3
15655,PO015655,14,2025-04-23,2025-05-23,463323.5,Open,,Net 60,Chloe Turner,8
11653,PO011653,23,2025-04-23,2025-05-17,218432.36,Partial,,Net 60,Lily Thomas,2
3934,PO003934,12,2025-04-23,2025-05-01,105957.55,Completed,2025-05-30,Net 30,Samuel Harris,10
10614,PO010614,2,2025-04-23,2025-05-28,198452.08,Cancelled,,Net 60,William Thomas,5
16772,PO016772,16,2025-04-23,2025-05-14,95615.43,Completed,2025-05-28,Net 90,Olivia Thomas,6
12980,PO012980,5,2025-04-23,2025-05-22,381338.38,Completed,2025-05-10,Net 90,Isabella Harris,5
5244,PO005244,50,2025-04-23,2025-06-18,489367.57,Cancelled,,Net 90,Sophia Thomas,7
16552,PO016552,42,2025-04-23,2025-05-07,420976.36,Partial,,Net 60,Leo Smith,8
5734,PO005734,30,2025-04-24,2025-06-04,37354.12,Completed,2025-05-09,Net 45,Sophie Patel,8
13896,PO013896,38,2025-04-24,2025-05-20,317567.77,Completed,2025-05-22,Net 45,Oscar Thompson,1
