employee_id,employee_name,email,department,job_title,job_level,employment_type,hire_date,tenure_years,work_location,work_city,work_type,salary,manager_id,cost_centre,status,gender,age_band,performance_rating,last_promotion_date,training_hours_ytd
EMP1645,Lucy Walker,emp1645@snowtelco.co.uk,Sales - B2B,Senior Sales Specialist,Senior,Full-time,2025-11-12,0.2,London HQ,London,Remote,65282.0,EMP0023,CC006,Active,Other,45-54,4,,69
EMP1646,James Thomas,emp1646@snowtelco.co.uk,Product Management,Mid Product Management Specialist,Mid,Full-time,2018-04-15,7.8,Birmingham Office,Birmingham,Remote,43428.0,EMP0189,CC011,Active,M,35-44,2,2020-05-20,29
EMP1647,Thomas Johnson,emp1647@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2019-07-16,6.5,SnowTelco Aberdeen Airport 2,Aberdeen,On-site,39544.0,EMP0290,CC001,Active,Other,45-54,3,2023-11-06,72
EMP1648,Charlotte Wilson,emp1648@snowtelco.co.uk,Sales - B2B,Manager of Sales - B2B,Manager,Full-time,2024-12-31,1.1,Cardiff Office,Cardiff,Remote,90437.0,EMP0020,CC006,Active,M,25-34,4,2025-07-10,80
EMP1649,James Thomas,emp1649@snowtelco.co.uk,Sales - Consumer,Manager of Sales - Consumer,Manager,Full-time,2023-12-29,2.1,Edinburgh Office,Edinburgh,On-site,106524.0,EMP0019,CC007,Active,M,55+,3,2025-10-06,28
EMP1650,Harry Roberts,emp1650@snowtelco.co.uk,Legal,Mid Legal Specialist,Mid,Full-time,2023-05-12,2.7,Manchester Office,Manchester,Remote,44378.0,EMP0209,CC010,Active,Other,25-34,4,2024-06-30,64
EMP1651,Sarah Wright,emp1651@snowtelco.co.uk,HR,Mid HR Specialist,Mid,Part-time,2025-12-17,0.1,London HQ,London,Remote,40122.0,EMP0344,CC008,Active,M,55+,5,,41
EMP1652,Olivia Thomas,emp1652@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Part-time,2020-09-23,5.4,SnowTelco Bristol Retail 6,Bristol,On-site,68469.0,EMP0130,CC001,Active,Other,35-44,2,2021-04-23,52
EMP1653,Daniel Taylor,emp1653@snowtelco.co.uk,Finance,Mid Finance Specialist,Mid,Full-time,2017-09-03,8.4,London HQ,London,Remote,42431.0,EMP0370,CC004,Active,Other,55+,4,2025-10-05,4
EMP1654,David Thomas,emp1654@snowtelco.co.uk,Network Engineering,Lead Network Engineering Specialist,Lead,Full-time,2023-04-28,2.8,Birmingham Office,Birmingham,Hybrid,71203.0,EMP0114,CC002,Active,Other,25-34,5,2026-01-05,48
EMP1655,Emma Evans,emp1655@snowtelco.co.uk,Customer Service,Entry Customer Service Specialist,Entry,Full-time,2018-02-28,7.9,London Contact Centre,London,Hybrid,26255.0,EMP0475,CC003,Active,Other,35-44,3,2019-04-11,53
EMP1656,Harry Smith,emp1656@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Contract,2023-05-13,2.7,London Contact Centre,London,Hybrid,30718.0,EMP0341,CC003,On Leave,M,18-24,1,2024-03-07,0
EMP1657,Thomas Jones,emp1657@snowtelco.co.uk,IT,Entry IT Specialist,Entry,Full-time,2025-03-01,0.9,Manchester Office,Manchester,On-site,26898.0,EMP0346,CC009,Active,F,25-34,3,,43
EMP1658,Sarah Roberts,emp1658@snowtelco.co.uk,Retail Operations,Director of Retail Operations,Director,Full-time,2019-12-27,6.1,SnowTelco Sheffield High 6,Sheffield,On-site,113373.0,,CC001,Active,F,25-34,3,2022-09-22,47
EMP1659,Emily Taylor,emp1659@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2016-07-17,9.5,SnowTelco Oxford Standard,Oxford,On-site,64709.0,EMP0106,CC001,Active,Other,35-44,4,2019-11-02,44
EMP1660,Thomas Williams,emp1660@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2020-07-08,5.6,SnowTelco Cardiff Airport 2,Cardiff,On-site,24887.0,EMP0449,CC001,Active,M,35-44,4,2022-05-27,1
EMP1661,Sophie Smith,emp1661@snowtelco.co.uk,Network Engineering,Senior Network Engineering Specialist,Senior,Part-time,2016-06-22,9.6,Birmingham Office,Birmingham,Remote,72321.0,EMP0031,CC002,Active,Other,25-34,5,2024-01-29,80
EMP1662,Lucy Evans,emp1662@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Part-time,2017-10-11,8.3,SnowTelco Birmingham Airport 8,Birmingham,On-site,45098.0,EMP0300,CC001,Active,F,25-34,3,2023-04-17,56
EMP1663,Sophie Williams,emp1663@snowtelco.co.uk,Sales - Consumer,Junior Sales Specialist,Junior,Full-time,2020-06-19,5.6,Edinburgh Office,Edinburgh,Hybrid,34019.0,EMP0037,CC007,Active,M,55+,5,2024-12-31,75
EMP1664,Lucy Hall,emp1664@snowtelco.co.uk,IT,Senior IT Specialist,Senior,Part-time,2023-08-18,2.4,Manchester Office,Manchester,Hybrid,63756.0,EMP0165,CC009,Active,Other,35-44,4,2024-05-29,67
EMP1665,Harry Roberts,emp1665@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2021-01-24,5.0,SnowTelco Birmingham Airport 9,Birmingham,On-site,46534.0,EMP0048,CC001,Active,Other,18-24,3,2021-12-24,60
EMP1666,Amelia Johnson,emp1666@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2020-01-18,6.0,Glasgow Contact Centre,Glasgow,On-site,74181.0,EMP0192,CC003,Active,F,25-34,4,2025-01-26,4
EMP1667,Thomas Wright,emp1667@snowtelco.co.uk,Sales - B2B,Junior Sales Specialist,Junior,Full-time,2019-03-21,6.9,London HQ,London,Remote,35236.0,EMP0493,CC006,Active,M,45-54,3,2025-09-19,33
EMP1668,Daniel White,emp1668@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Part-time,2019-12-06,6.2,SnowTelco London Airport 42,London,On-site,29671.0,EMP0075,CC001,Active,M,35-44,5,2024-02-23,60
EMP1669,Harry Walker,emp1669@snowtelco.co.uk,Retail Operations,Lead Retail Operations Specialist,Lead,Full-time,2020-05-08,5.7,SnowTelco Nottingham Retail 4,Nottingham,On-site,93792.0,EMP0058,CC001,Active,F,45-54,4,2022-07-22,69
EMP1670,Daniel Williams,emp1670@snowtelco.co.uk,Finance,Entry Finance Specialist,Entry,Full-time,2020-12-19,5.1,Edinburgh Office,Edinburgh,Hybrid,25349.0,EMP0265,CC004,Active,M,35-44,4,2023-12-02,70
EMP1671,Michael Williams,emp1671@snowtelco.co.uk,HR,Entry HR Specialist,Entry,Part-time,2019-02-05,7.0,Manchester Office,Manchester,Remote,22671.0,EMP0079,CC008,Active,Other,35-44,2,2021-10-21,9
EMP1672,Charlotte Thompson,emp1672@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2016-10-09,9.3,Manchester Contact Centre,Manchester,On-site,47685.0,EMP0172,CC003,Active,Other,25-34,5,2017-07-14,16
EMP1673,Harry White,emp1673@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2023-11-16,2.2,SnowTelco London Airport 44,London,On-site,45013.0,EMP0109,CC001,Active,F,25-34,3,2025-02-03,74
EMP1674,Emma Wright,emp1674@snowtelco.co.uk,Product Management,Mid Product Management Specialist,Mid,Full-time,2025-02-03,1.0,Birmingham Office,Birmingham,Remote,43866.0,EMP0170,CC011,Active,Other,55+,5,,36
EMP1675,David Taylor,emp1675@snowtelco.co.uk,Retail Operations,Lead Retail Operations Specialist,Lead,Contract,2022-12-08,3.1,SnowTelco Liverpool Flagship,Liverpool,On-site,74690.0,EMP0075,CC001,Active,Other,25-34,2,2025-03-10,24
EMP1676,Olivia Smith,emp1676@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2019-06-06,6.7,Manchester Contact Centre,Manchester,On-site,35070.0,EMP0203,CC003,Active,M,45-54,3,2025-02-04,72
EMP1677,Sarah Walker,emp1677@snowtelco.co.uk,Sales - B2B,Mid Sales Specialist,Mid,Full-time,2024-01-25,2.0,Cardiff Office,Cardiff,On-site,53722.0,EMP0096,CC006,Active,F,25-34,3,2025-07-08,43
EMP1678,Emma Williams,emp1678@snowtelco.co.uk,Marketing,Lead Marketing Specialist,Lead,Part-time,2020-01-02,6.1,Cardiff Office,Cardiff,Hybrid,70715.0,EMP0168,CC005,Active,Other,35-44,1,2024-08-10,33
EMP1679,Sarah Williams,emp1679@snowtelco.co.uk,Network Engineering,Senior Network Engineering Specialist,Senior,Full-time,2021-05-15,4.7,London HQ,London,Remote,62858.0,EMP0190,CC002,Active,M,35-44,3,2022-06-05,14
EMP1680,David Brown,emp1680@snowtelco.co.uk,Network Engineering,Manager of Network Engineering,Manager,Full-time,2025-02-24,0.9,Cardiff Office,Cardiff,On-site,81198.0,EMP0005,CC002,Active,F,25-34,4,,58
EMP1681,Michael Taylor,emp1681@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2023-08-22,2.4,SnowTelco Glasgow Retail 7,Glasgow,On-site,70232.0,EMP0150,CC001,Active,M,25-34,4,2024-04-28,10
EMP1682,Olivia Wright,emp1682@snowtelco.co.uk,Sales - B2B,Manager of Sales - B2B,Manager,Full-time,2020-01-19,6.0,Edinburgh Office,Edinburgh,Hybrid,91357.0,EMP0033,CC006,Active,Other,25-34,4,2021-04-09,23
EMP1683,Emily Johnson,emp1683@snowtelco.co.uk,IT,Senior IT Specialist,Senior,Full-time,2024-03-06,1.9,Cardiff Office,Cardiff,On-site,60034.0,EMP0178,CC009,Active,F,55+,4,2025-09-04,61
EMP1684,Lucy Thomas,emp1684@snowtelco.co.uk,Legal,Entry Legal Specialist,Entry,Part-time,2022-07-02,3.6,London HQ,London,Hybrid,22215.0,EMP0112,CC010,Active,Other,55+,5,2023-10-28,70
EMP1685,Thomas Wright,emp1685@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2018-11-02,7.2,Cardiff Office,Cardiff,On-site,51525.0,EMP0131,CC002,Active,F,35-44,5,2020-08-18,77
EMP1686,Amelia Taylor,emp1686@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2024-01-14,2.0,Glasgow Contact Centre,Glasgow,Hybrid,28788.0,EMP0265,CC003,Active,Other,18-24,4,2024-08-05,12
EMP1687,James White,emp1687@snowtelco.co.uk,Sales - Consumer,Mid Sales Specialist,Mid,Part-time,2016-12-17,9.1,Manchester Office,Manchester,Hybrid,40643.0,EMP0009,CC007,Active,M,25-34,5,2022-06-04,32
EMP1688,Sarah White,emp1688@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2025-11-27,0.2,Birmingham Office,Birmingham,Hybrid,26671.0,EMP0483,CC002,Active,F,25-34,3,,45
EMP1689,Lucy Thomas,emp1689@snowtelco.co.uk,Sales - B2B,Junior Sales Specialist,Junior,Full-time,2019-12-04,6.2,Edinburgh Office,Edinburgh,On-site,35827.0,EMP0106,CC006,Active,M,25-34,1,2021-02-19,40
EMP1690,William Roberts,emp1690@snowtelco.co.uk,Network Engineering,Senior Network Engineering Specialist,Senior,Full-time,2021-01-01,5.1,Manchester Office,Manchester,Hybrid,72370.0,EMP0126,CC002,Active,Other,25-34,3,2022-09-29,44
EMP1691,Charlotte Walker,emp1691@snowtelco.co.uk,Customer Service,Entry Customer Service Specialist,Entry,Full-time,2017-03-17,8.9,Manchester Contact Centre,Manchester,Remote,23958.0,EMP0205,CC003,Active,Other,25-34,4,2018-06-07,77
EMP1692,Sarah Williams,emp1692@snowtelco.co.uk,Product Management,Senior Product Management Specialist,Senior,Full-time,2023-04-04,2.8,London HQ,London,Remote,62455.0,EMP0059,CC011,Active,Other,18-24,4,2024-12-11,27
EMP1693,Charlotte Hall,emp1693@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2025-05-29,0.7,Manchester Contact Centre,Manchester,Hybrid,42187.0,EMP0156,CC003,Active,F,45-54,4,,23
EMP1694,Thomas Roberts,emp1694@snowtelco.co.uk,Marketing,Mid Marketing Specialist,Mid,Full-time,2025-05-26,0.7,Birmingham Office,Birmingham,Hybrid,54178.0,EMP0352,CC005,Active,F,25-34,1,,57
EMP1695,James Wright,emp1695@snowtelco.co.uk,Sales - Consumer,Senior Sales Specialist,Senior,Full-time,2017-08-06,8.5,London HQ,London,Remote,74251.0,EMP0133,CC007,Active,F,35-44,2,2024-02-04,39
EMP1696,Lucy Johnson,emp1696@snowtelco.co.uk,Sales - B2B,Entry Sales Specialist,Entry,Full-time,2025-12-28,0.1,Manchester Office,Manchester,On-site,25208.0,EMP0102,CC006,Active,M,35-44,3,,73
EMP1697,James Brown,emp1697@snowtelco.co.uk,Sales - Consumer,Senior Sales Specialist,Senior,Full-time,2022-03-28,3.8,Cardiff Office,Cardiff,Hybrid,59561.0,EMP0186,CC007,Active,F,25-34,5,2025-02-16,2
EMP1698,William Taylor,emp1698@snowtelco.co.uk,HR,Manager of HR,Manager,Full-time,2024-02-23,1.9,Birmingham Office,Birmingham,On-site,108097.0,EMP0005,CC008,On Leave,M,25-34,3,2025-03-23,35
EMP1699,Charlotte Thompson,emp1699@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2023-12-30,2.1,Manchester Contact Centre,Manchester,Hybrid,37285.0,EMP0289,CC003,Active,M,18-24,2,2025-05-28,72
EMP1700,Charlotte Hall,emp1700@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2025-06-08,0.6,Glasgow Contact Centre,Glasgow,Remote,53443.0,EMP0174,CC003,Active,Other,25-34,3,,22
EMP1701,William Roberts,emp1701@snowtelco.co.uk,Customer Service,Manager of Customer Service,Manager,Full-time,2016-09-10,9.4,London Contact Centre,London,Remote,80262.0,EMP0004,CC003,Active,F,25-34,3,2024-04-02,45
EMP1702,Lucy Wilson,emp1702@snowtelco.co.uk,Marketing,Entry Marketing Specialist,Entry,Part-time,2024-07-11,1.6,Edinburgh Office,Edinburgh,Hybrid,25337.0,EMP0103,CC005,Active,Other,45-54,3,2025-04-05,6
EMP1703,Emily Roberts,emp1703@snowtelco.co.uk,Product Management,Mid Product Management Specialist,Mid,Contract,2018-08-16,7.5,Birmingham Office,Birmingham,Hybrid,53622.0,EMP0343,CC011,Active,F,35-44,3,2025-03-26,67
EMP1704,Thomas Evans,emp1704@snowtelco.co.uk,Marketing,Mid Marketing Specialist,Mid,Full-time,2017-03-16,8.9,Manchester Office,Manchester,Remote,46764.0,EMP0499,CC005,Active,Other,18-24,4,2018-05-31,64
EMP1705,Sarah White,emp1705@snowtelco.co.uk,Marketing,Junior Marketing Specialist,Junior,Full-time,2024-10-07,1.3,Manchester Office,Manchester,On-site,36064.0,EMP0050,CC005,Active,M,25-34,4,2025-05-09,0
EMP1706,Harry Davies,emp1706@snowtelco.co.uk,HR,Entry HR Specialist,Entry,Full-time,2021-01-25,5.0,Cardiff Office,Cardiff,Hybrid,23472.0,EMP0482,CC008,Active,Other,25-34,3,2021-08-05,33
EMP1707,James Roberts,emp1707@snowtelco.co.uk,Supply Chain,Mid Supply Chain Specialist,Mid,Part-time,2022-11-14,3.2,Birmingham Office,Birmingham,Hybrid,54009.0,EMP0373,CC012,On Leave,M,45-54,3,2024-04-19,62
EMP1708,Harry Williams,emp1708@snowtelco.co.uk,Retail Operations,VP of Retail Operations,VP,Full-time,2020-05-24,5.7,SnowTelco Cardiff Flagship,Cardiff,On-site,225126.0,,CC001,Active,Other,25-34,4,2025-02-24,44
EMP1709,Michael Brown,emp1709@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2024-09-08,1.4,SnowTelco Edinburgh Train 5,Edinburgh,On-site,70986.0,EMP0004,CC001,Active,F,25-34,3,2025-08-15,68
EMP1710,William Evans,emp1710@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2019-07-29,6.5,Manchester Office,Manchester,On-site,22080.0,EMP0038,CC002,Active,M,45-54,4,2025-03-10,66
EMP1711,Amelia Brown,emp1711@snowtelco.co.uk,Sales - B2B,Mid Sales Specialist,Mid,Full-time,2019-05-26,6.7,Cardiff Office,Cardiff,Hybrid,52702.0,EMP0200,CC006,Active,Other,45-54,3,2020-02-07,17
EMP1712,Thomas Johnson,emp1712@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2023-09-23,2.4,Manchester Contact Centre,Manchester,Hybrid,63255.0,EMP0053,CC003,Active,F,35-44,3,2024-08-07,41
EMP1713,Thomas Walker,emp1713@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2018-07-17,7.5,Edinburgh Office,Edinburgh,On-site,43853.0,EMP0402,CC002,Active,F,35-44,3,2020-09-06,56
EMP1714,Sarah Taylor,emp1714@snowtelco.co.uk,Retail Operations,Manager of Retail Operations,Manager,Full-time,2016-04-27,9.8,SnowTelco London High 12,London,On-site,91853.0,EMP0014,CC001,Active,F,25-34,5,2022-05-05,43
EMP1715,Michael Walker,emp1715@snowtelco.co.uk,Sales - B2B,Lead Sales Specialist,Lead,Contract,2017-12-19,8.1,Birmingham Office,Birmingham,Hybrid,70705.0,EMP0155,CC006,Active,F,35-44,4,2025-07-31,28
EMP1716,William Wright,emp1716@snowtelco.co.uk,IT,Mid IT Specialist,Mid,Contract,2018-03-24,7.9,Cardiff Office,Cardiff,Hybrid,53729.0,EMP0489,CC009,Active,Other,35-44,3,2023-07-31,62
EMP1717,Sarah Walker,emp1717@snowtelco.co.uk,Customer Service,Junior Customer Service Specialist,Junior,Full-time,2018-09-01,7.4,Glasgow Contact Centre,Glasgow,On-site,30852.0,EMP0147,CC003,Active,M,25-34,3,2023-04-06,50
EMP1718,Michael Wright,emp1718@snowtelco.co.uk,Customer Service,Lead Customer Service Specialist,Lead,Full-time,2025-01-17,1.0,Glasgow Contact Centre,Glasgow,Hybrid,81986.0,EMP0114,CC003,Active,Other,25-34,2,2025-10-09,49
EMP1719,William Hall,emp1719@snowtelco.co.uk,Finance,Mid Finance Specialist,Mid,Full-time,2023-06-29,2.6,Cardiff Office,Cardiff,Hybrid,47903.0,EMP0371,CC004,Active,M,25-34,2,2025-05-28,69
EMP1720,David Davies,emp1720@snowtelco.co.uk,Network Engineering,Junior Network Engineering Specialist,Junior,Full-time,2019-02-25,6.9,London HQ,London,Hybrid,34550.0,EMP0274,CC002,Active,M,45-54,2,2023-01-10,51
EMP1721,Olivia Smith,emp1721@snowtelco.co.uk,Network Engineering,Senior Network Engineering Specialist,Senior,Full-time,2017-02-01,9.0,Edinburgh Office,Edinburgh,Hybrid,74474.0,EMP0098,CC002,Active,M,25-34,3,2021-07-28,16
EMP1722,David Taylor,emp1722@snowtelco.co.uk,Retail Operations,Lead Retail Operations Specialist,Lead,Contract,2020-12-11,5.1,SnowTelco Cambridge Standard,Cambridge,On-site,90344.0,EMP0120,CC001,Active,F,55+,4,2022-07-27,18
EMP1723,Charlotte Walker,emp1723@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2023-05-21,2.7,SnowTelco London Retail 27,London,On-site,46607.0,EMP0064,CC001,On Leave,F,25-34,4,2024-11-09,43
EMP1724,Michael Thompson,emp1724@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2020-11-11,5.2,SnowTelco Edinburgh Train 5,Edinburgh,On-site,49715.0,EMP0135,CC001,Notice Period,M,25-34,1,2022-12-02,28
EMP1725,Amelia Thompson,emp1725@snowtelco.co.uk,Retail Operations,Mid Retail Operations Specialist,Mid,Full-time,2016-12-22,9.1,SnowTelco London Train 26,London,On-site,40911.0,EMP0447,CC001,Active,Other,55+,3,2020-01-11,49
EMP1726,Thomas Williams,emp1726@snowtelco.co.uk,Product Management,Lead Product Management Specialist,Lead,Full-time,2020-11-30,5.2,Cardiff Office,Cardiff,Remote,74291.0,EMP0016,CC011,Active,Other,35-44,2,2023-03-10,77
EMP1727,Emily Hall,emp1727@snowtelco.co.uk,Supply Chain,Junior Supply Chain Specialist,Junior,Full-time,2025-09-20,0.4,Cardiff Office,Cardiff,Hybrid,32622.0,EMP0098,CC012,Active,Other,25-34,2,,17
EMP1728,Thomas Wright,emp1728@snowtelco.co.uk,Retail Operations,Entry Retail Operations Specialist,Entry,Full-time,2025-05-05,0.7,SnowTelco Brighton Airport 4,Brighton,On-site,24661.0,EMP0180,CC001,Active,Other,35-44,4,,54
EMP1729,James Wilson,emp1729@snowtelco.co.uk,Product Management,Entry Product Management Specialist,Entry,Full-time,2025-12-15,0.1,Birmingham Office,Birmingham,On-site,24998.0,EMP0225,CC011,Active,Other,35-44,3,,51
EMP1730,Harry Wilson,emp1730@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2023-07-26,2.5,Edinburgh Office,Edinburgh,On-site,23827.0,EMP0377,CC002,Active,M,35-44,5,2025-03-15,16
EMP1731,Charlotte Brown,emp1731@snowtelco.co.uk,Customer Service,Entry Customer Service Specialist,Entry,Contract,2016-12-28,9.1,Manchester Contact Centre,Manchester,On-site,27246.0,EMP0216,CC003,Active,M,25-34,3,2017-12-06,12
EMP1732,Emily Johnson,emp1732@snowtelco.co.uk,Finance,Mid Finance Specialist,Mid,Full-time,2025-03-28,0.8,Manchester Office,Manchester,Remote,49124.0,EMP0294,CC004,Active,M,18-24,4,,66
EMP1733,Emily Wilson,emp1733@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Full-time,2022-01-05,4.1,London Contact Centre,London,On-site,42452.0,EMP0490,CC003,Active,M,25-34,5,2024-01-09,62
EMP1734,Harry Taylor,emp1734@snowtelco.co.uk,Customer Service,Senior Customer Service Specialist,Senior,Full-time,2025-08-23,0.4,London Contact Centre,London,On-site,69831.0,EMP0062,CC003,Active,F,25-34,4,,30
EMP1735,Sophie Taylor,emp1735@snowtelco.co.uk,IT,Lead IT Specialist,Lead,Full-time,2018-05-26,7.7,Birmingham Office,Birmingham,Hybrid,78255.0,EMP0008,CC009,Active,Other,25-34,2,2024-10-10,11
EMP1736,Olivia Taylor,emp1736@snowtelco.co.uk,Network Engineering,Mid Network Engineering Specialist,Mid,Full-time,2021-12-25,4.1,Edinburgh Office,Edinburgh,Remote,50303.0,EMP0388,CC002,Active,Other,35-44,4,2024-10-19,68
EMP1737,Charlotte Thompson,emp1737@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2024-12-26,1.1,SnowTelco Southampton Retail 3,Southampton,On-site,35910.0,EMP0470,CC001,Active,M,25-34,1,2025-09-11,4
EMP1738,Michael White,emp1738@snowtelco.co.uk,Finance,Manager of Finance,Manager,Full-time,2018-07-17,7.5,Birmingham Office,Birmingham,On-site,88873.0,EMP0037,CC004,Active,Other,25-34,2,2020-12-25,22
EMP1739,Sophie Wright,emp1739@snowtelco.co.uk,Finance,Mid Finance Specialist,Mid,Part-time,2018-07-22,7.5,Cardiff Office,Cardiff,Hybrid,47057.0,EMP0247,CC004,Active,M,45-54,4,2024-12-30,34
EMP1740,Amelia Johnson,emp1740@snowtelco.co.uk,Retail Operations,Lead Retail Operations Specialist,Lead,Full-time,2022-02-01,4.0,SnowTelco Derby Shopping 2,Derby,On-site,70964.0,EMP0008,CC001,Active,F,45-54,5,2025-10-09,16
EMP1741,Olivia Williams,emp1741@snowtelco.co.uk,HR,Manager of HR,Manager,Part-time,2023-09-03,2.4,London HQ,London,Hybrid,102672.0,EMP0027,CC008,Active,F,25-34,3,2025-06-02,53
EMP1742,Michael Evans,emp1742@snowtelco.co.uk,Sales - B2B,Mid Sales Specialist,Mid,Full-time,2024-04-12,1.8,Cardiff Office,Cardiff,On-site,44491.0,EMP0410,CC006,Active,F,35-44,5,2025-03-30,66
EMP1743,James Evans,emp1743@snowtelco.co.uk,Retail Operations,Senior Retail Operations Specialist,Senior,Full-time,2020-05-18,5.7,SnowTelco Edinburgh Train 4,Edinburgh,On-site,58323.0,EMP0073,CC001,Notice Period,F,25-34,4,2023-03-23,54
EMP1744,Emily Evans,emp1744@snowtelco.co.uk,Sales - B2B,Senior Sales Specialist,Senior,Full-time,2024-12-19,1.1,Cardiff Office,Cardiff,Remote,64182.0,EMP0138,CC006,Active,Other,18-24,3,2025-12-20,48
EMP1745,Lucy Wright,emp1745@snowtelco.co.uk,Sales - B2B,Senior Sales Specialist,Senior,Full-time,2024-07-06,1.6,Cardiff Office,Cardiff,Remote,61920.0,EMP0086,CC006,Notice Period,F,25-34,3,2025-01-14,76
EMP1746,Charlotte Davies,emp1746@snowtelco.co.uk,Customer Service,Manager of Customer Service,Manager,Full-time,2024-04-29,1.8,Manchester Contact Centre,Manchester,Remote,96372.0,EMP0010,CC003,Active,M,45-54,4,2024-12-05,43
EMP1747,Sarah Hall,emp1747@snowtelco.co.uk,Marketing,Junior Marketing Specialist,Junior,Full-time,2024-11-30,1.2,Edinburgh Office,Edinburgh,Remote,33860.0,EMP0401,CC005,Active,M,25-34,3,2025-08-29,40
EMP1748,Lucy Davies,emp1748@snowtelco.co.uk,Product Management,Senior Product Management Specialist,Senior,Full-time,2020-04-28,5.8,Cardiff Office,Cardiff,Hybrid,65110.0,EMP0157,CC011,Active,F,55+,5,2021-06-30,7
EMP1749,Sarah Williams,emp1749@snowtelco.co.uk,Network Engineering,Entry Network Engineering Specialist,Entry,Full-time,2021-10-20,4.3,Manchester Office,Manchester,Hybrid,24683.0,EMP0229,CC002,Active,M,25-34,5,2025-04-24,31
EMP1750,Olivia Wright,emp1750@snowtelco.co.uk,Customer Service,VP of Customer Service,VP,Full-time,2021-04-09,4.8,Glasgow Contact Centre,Glasgow,On-site,200793.0,,CC003,On Leave,M,45-54,5,2025-09-23,69
EMP1751,Daniel Taylor,emp1751@snowtelco.co.uk,Finance,Entry Finance Specialist,Entry,Full-time,2017-04-04,8.8,Manchester Office,Manchester,Hybrid,22552.0,EMP0388,CC004,Active,F,55+,3,2021-09-24,74
EMP1752,Sophie Williams,emp1752@snowtelco.co.uk,Sales - Consumer,Entry Sales Specialist,Entry,Full-time,2020-07-24,5.5,Cardiff Office,Cardiff,Hybrid,27274.0,EMP0026,CC007,Active,F,35-44,3,2023-07-09,47
EMP1753,Thomas Williams,emp1753@snowtelco.co.uk,Network Engineering,Lead Network Engineering Specialist,Lead,Full-time,2018-07-19,7.5,London HQ,London,Remote,92714.0,EMP0134,CC002,Active,F,35-44,5,2025-08-01,43
EMP1754,Thomas Smith,emp1754@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2023-07-07,2.6,SnowTelco Leicester Retail 3,Leicester,On-site,34635.0,EMP0341,CC001,On Leave,M,35-44,4,2024-03-01,3
EMP1755,Emma Hall,emp1755@snowtelco.co.uk,Customer Service,Mid Customer Service Specialist,Mid,Part-time,2019-10-22,6.3,Manchester Contact Centre,Manchester,Hybrid,40479.0,EMP0264,CC003,Active,M,25-34,3,2024-05-03,49
EMP1756,David White,emp1756@snowtelco.co.uk,Sales - B2B,Entry Sales Specialist,Entry,Full-time,2022-12-17,3.1,London HQ,London,On-site,25775.0,EMP0439,CC006,On Leave,Other,35-44,5,2024-10-07,78
EMP1757,Sophie Davies,emp1757@snowtelco.co.uk,Retail Operations,Junior Retail Operations Specialist,Junior,Full-time,2021-03-15,4.9,SnowTelco London Airport 44,London,On-site,32812.0,EMP0001,CC001,Active,M,35-44,4,2025-04-15,36
