fraud_case_id,fraud_type_id,detection_date,detection_timestamp,detection_method,ml_confidence_score,subscriber_key,msisdn,suspected_amount,actual_loss,prevented_loss,status,resolution_type,resolution_date,investigating_team,city,risk_score,is_repeat_offender
10531,12,2025-07-13,2025-07-13 19:50:00,Partner Alert,,3060,447465198242,1930.47,0.0,1930.47,Resolved,Refund Issued,2025-07-30,External Partner,Liverpool,98,False
10532,1,2025-12-16,2025-12-16 20:22:00,Real-time Monitor,,4377,447249062128,2054.08,0.0,2054.08,Confirmed,Refund Issued,,Security,Southampton,62,False
10533,6,2026-02-26,2026-02-26 21:30:00,Real-time Monitor,,20276,447635083701,1181.42,744.61,399.61,Escalated,,,Revenue Assurance,Nottingham,75,False
10534,3,2025-09-06,2025-09-06 12:22:00,Customer Report,,16050,447864151335,17169.27,10727.55,6684.84,Investigating,,,External Partner,Cardiff,70,True
10535,8,2025-11-18,2025-11-18 07:45:00,ML Model,0.87,13220,447237167248,17631.12,0.0,17631.12,Confirmed,Law Enforcement,,Security,Southampton,91,True
10536,6,2025-04-04,2025-04-04 11:13:00,Customer Report,,23735,447741654258,1388.47,0.0,1388.47,Confirmed,No Action,,Security,Bristol,67,False
10537,2,2025-01-19,2025-01-19 10:42:00,ML Model,0.85,21146,447434400087,4896.66,3308.78,1509.46,Escalated,,,Revenue Assurance,Newcastle,63,True
10538,1,2025-11-06,2025-11-06 15:32:00,Rule Engine,,22670,447578764079,4701.78,3540.55,1444.16,Escalated,,,Revenue Assurance,Southampton,96,True
10539,2,2025-09-20,2025-09-20 14:48:00,Manual Review,,16497,447839742600,4092.86,2777.67,1692.16,False Positive,,,Revenue Assurance,Birmingham,95,False
10540,11,2026-01-02,2026-01-02 05:37:00,Manual Review,,9300,447197807804,821.62,0.0,821.62,Resolved,Customer Warned,2026-01-16,External Partner,Glasgow,100,True
10541,6,2025-04-07,2025-04-07 05:29:00,Rule Engine,,6221,447790468418,86.08,0.0,86.08,Confirmed,Law Enforcement,,Revenue Assurance,Bristol,71,False
10542,4,2025-02-19,2025-02-19 08:00:00,Partner Alert,,28990,447787633631,746.14,0.0,746.14,Confirmed,Law Enforcement,,External Partner,Sheffield,96,False
10543,2,2025-02-20,2025-02-20 13:57:00,ML Model,0.74,21118,447303499838,4145.87,0.0,4145.87,Resolved,Customer Warned,2025-03-14,Security,Belfast,98,False
10544,1,2025-08-25,2025-08-25 04:03:00,ML Model,0.97,8553,447729986965,4788.11,3816.57,2166.79,Investigating,,,Security,Bristol,79,False
10545,1,2025-07-06,2025-07-06 01:10:00,ML Model,0.92,4684,447902884525,3854.33,0.0,3854.33,Resolved,Write-off,2025-07-08,Security,Birmingham,79,False
10546,12,2025-03-26,2025-03-26 17:25:00,Rule Engine,,8177,447976946054,1962.84,852.11,452.11,Investigating,,,Revenue Assurance,Cardiff,64,False
10547,6,2025-11-08,2025-11-08 03:23:00,ML Model,0.69,18090,447127237244,586.1,0.0,586.1,Resolved,Account Blocked,2025-11-20,Security,Cardiff,85,False
10548,1,2026-01-06,2026-01-06 15:24:00,Customer Report,,19755,447403651085,4766.31,2832.8,1279.58,False Positive,,,Revenue Assurance,Edinburgh,82,False
10549,8,2026-01-18,2026-01-18 20:28:00,Manual Review,,28781,447303013855,27375.29,0.0,27375.29,Confirmed,Account Blocked,,Revenue Assurance,London,89,False
10550,12,2025-07-29,2025-07-29 02:09:00,Rule Engine,,23079,447290789592,996.39,0.0,996.39,Resolved,Customer Warned,2025-08-24,Revenue Assurance,London,72,False
10551,11,2026-01-19,2026-01-19 20:22:00,Partner Alert,,19790,447480593407,349.83,0.0,349.83,Confirmed,Refund Issued,,Security,Edinburgh,88,False
10552,10,2025-02-21,2025-02-21 09:03:00,Manual Review,,14952,447835239925,438.15,0.0,438.15,Confirmed,Write-off,,External Partner,Glasgow,87,False
10553,1,2025-07-14,2025-07-14 12:16:00,ML Model,0.76,13189,447192638974,3479.04,0.0,3479.04,Resolved,Account Blocked,2025-08-05,Security,Belfast,91,False
10554,11,2025-09-23,2025-09-23 18:30:00,Customer Report,,28943,447647420368,1388.05,0.0,1388.05,Resolved,No Action,2025-10-01,Revenue Assurance,Southampton,98,False
10555,1,2025-11-26,2025-11-26 07:24:00,ML Model,0.99,22803,447597472017,1995.14,0.0,1995.14,Resolved,Law Enforcement,2025-12-25,Fraud Ops,Newcastle,73,True
10556,1,2025-07-13,2025-07-13 13:53:00,Customer Report,,8339,447338377858,3420.01,0.0,3420.01,Confirmed,Refund Issued,,External Partner,Birmingham,93,False
10557,3,2025-06-05,2025-06-05 21:14:00,ML Model,0.73,24399,447264102997,3143.7,0.0,3143.7,Resolved,Refund Issued,2025-06-30,Security,Birmingham,91,False
10558,8,2025-07-18,2025-07-18 21:48:00,ML Model,0.95,11542,447903743731,4963.42,3237.83,1697.14,Escalated,,,Revenue Assurance,Newcastle,100,False
10559,3,2025-09-13,2025-09-13 01:16:00,ML Model,0.76,5630,447873313817,44078.54,0.0,44078.54,Resolved,Law Enforcement,2025-09-22,Revenue Assurance,Manchester,80,False
10560,6,2025-11-13,2025-11-13 19:57:00,ML Model,0.68,2654,447501566760,1022.17,0.0,1022.17,Detected,,,External Partner,Leeds,66,False
10561,3,2025-01-22,2025-01-22 11:28:00,ML Model,0.69,28029,447263285251,3585.12,0.0,3585.12,Resolved,No Action,2025-01-24,Security,Belfast,67,False
10562,11,2025-03-22,2025-03-22 20:49:00,ML Model,0.92,14169,447660497398,4203.04,3161.66,1016.74,False Positive,,,Fraud Ops,Glasgow,65,True
10563,10,2025-02-14,2025-02-14 01:23:00,ML Model,0.92,296,447929613991,935.99,0.0,935.99,Resolved,Refund Issued,2025-03-11,Security,Leicester,82,True
10564,9,2025-01-15,2025-01-15 16:08:00,ML Model,0.7,11881,447690495024,64.78,0.0,64.78,Confirmed,Law Enforcement,,External Partner,Birmingham,92,False
10565,8,2026-01-14,2026-01-14 02:23:00,Rule Engine,,26875,447556412969,35286.3,0.0,35286.3,Confirmed,Write-off,,External Partner,Birmingham,92,False
10566,5,2025-12-01,2025-12-01 21:36:00,Customer Report,,15136,447724861244,33623.25,20468.07,9136.04,Escalated,,,Fraud Ops,Leeds,99,False
10567,5,2025-06-20,2025-06-20 05:55:00,Real-time Monitor,,21488,447315277142,24022.97,12574.69,8330.32,Investigating,,,Revenue Assurance,Belfast,84,False
10568,1,2025-08-09,2025-08-09 05:43:00,ML Model,0.84,19523,447944005232,3913.43,0.0,3913.43,Resolved,Account Blocked,2025-09-06,Revenue Assurance,Bristol,86,False
10569,6,2025-10-30,2025-10-30 05:15:00,Customer Report,,12892,447594995704,365.69,178.17,137.81,False Positive,,,Security,Leicester,93,False
10570,10,2025-04-16,2025-04-16 06:12:00,Manual Review,,759,447138883308,477.38,0.0,477.38,Resolved,Law Enforcement,2025-04-21,Fraud Ops,Leeds,84,True
10571,1,2026-02-18,2026-02-18 07:31:00,Partner Alert,,11146,447455224367,1715.38,908.4,357.89,Escalated,,,Fraud Ops,Birmingham,94,False
10572,2,2025-10-27,2025-10-27 16:16:00,Manual Review,,21087,447219743955,1177.69,0.0,1177.69,Resolved,Law Enforcement,2025-11-25,Security,London,85,False
10573,9,2025-09-16,2025-09-16 03:27:00,Partner Alert,,977,447785398347,1757.95,686.2,580.18,False Positive,,,External Partner,Bristol,86,False
10574,6,2025-04-26,2025-04-26 08:56:00,Customer Report,,22973,447220468811,1160.81,0.0,1160.81,Confirmed,Refund Issued,,Security,Edinburgh,75,True
10575,12,2025-02-16,2025-02-16 07:05:00,Rule Engine,,28121,447371471421,379.97,0.0,379.97,Resolved,No Action,2025-03-10,External Partner,Glasgow,83,False
10576,6,2025-04-22,2025-04-22 18:30:00,Rule Engine,,2178,447518848776,1141.24,0.0,1141.24,Confirmed,Account Blocked,,External Partner,Liverpool,74,False
10577,6,2025-11-21,2025-11-21 10:37:00,Customer Report,,24458,447738574880,993.7,0.0,993.7,Resolved,Write-off,2025-12-20,Revenue Assurance,Glasgow,71,False
10578,12,2025-12-28,2025-12-28 07:41:00,ML Model,0.68,19393,447552131536,714.92,0.0,714.92,Resolved,Refund Issued,2026-01-01,Revenue Assurance,Cardiff,67,False
10579,9,2025-02-09,2025-02-09 12:46:00,Rule Engine,,508,447174397657,1146.56,420.62,271.81,Investigating,,,Fraud Ops,Cardiff,100,False
10580,2,2026-02-22,2026-02-22 02:16:00,Real-time Monitor,,463,447768340787,3131.37,0.0,3131.37,Confirmed,Account Blocked,,Revenue Assurance,London,73,False
10581,1,2025-01-02,2025-01-02 07:10:00,Customer Report,,20678,447619731405,2070.21,0.0,2070.21,Confirmed,Write-off,,External Partner,Leicester,98,True
10582,6,2025-11-15,2025-11-15 13:30:00,ML Model,0.72,15650,447574341959,1092.7,338.46,543.64,Escalated,,,Revenue Assurance,London,66,False
10583,1,2025-04-17,2025-04-17 12:23:00,Manual Review,,431,447566457052,2795.19,1177.24,1160.09,Investigating,,,Security,Leeds,88,False
10584,11,2025-01-18,2025-01-18 19:27:00,Manual Review,,2931,447342839873,3705.02,0.0,3705.02,Resolved,Law Enforcement,2025-01-22,Fraud Ops,Nottingham,72,False
10585,10,2025-04-04,2025-04-04 11:45:00,Customer Report,,17844,447901894486,1980.26,764.61,593.97,False Positive,,,Fraud Ops,Newcastle,95,False
10586,11,2025-07-12,2025-07-12 10:50:00,Rule Engine,,7211,447167864053,486.43,0.0,486.43,Confirmed,Write-off,,Security,Nottingham,83,False
10587,9,2025-12-17,2025-12-17 19:18:00,Rule Engine,,13887,447304736386,1332.18,0.0,1332.18,Resolved,Write-off,2025-12-26,External Partner,Belfast,82,False
10588,8,2025-11-22,2025-11-22 02:47:00,Manual Review,,26256,447599924595,31281.82,0.0,31281.82,Confirmed,Law Enforcement,,Security,Belfast,89,False
10589,12,2025-06-26,2025-06-26 19:04:00,Customer Report,,2423,447929677361,1182.83,0.0,1182.83,Detected,,,Revenue Assurance,Southampton,64,False
10590,6,2025-01-06,2025-01-06 16:59:00,Rule Engine,,22342,447907685691,865.89,0.0,865.89,Confirmed,Write-off,,Fraud Ops,Newcastle,65,False
10591,8,2025-04-12,2025-04-12 22:14:00,Real-time Monitor,,14985,447124094438,1013.23,0.0,1013.23,Confirmed,Account Blocked,,Fraud Ops,Birmingham,75,False
10592,7,2025-07-05,2025-07-05 20:22:00,Customer Report,,12720,447864877441,1051.37,477.8,421.23,False Positive,,,Security,Bristol,90,False
10593,8,2025-12-01,2025-12-01 03:14:00,ML Model,0.95,20205,447771429413,43334.24,0.0,43334.24,Confirmed,Refund Issued,,Fraud Ops,Newcastle,82,False
10594,1,2025-12-21,2025-12-21 17:40:00,Customer Report,,8270,447733588023,2412.66,0.0,2412.66,Resolved,No Action,2025-12-28,Revenue Assurance,Leicester,67,False
10595,2,2025-05-07,2025-05-07 19:38:00,ML Model,0.95,17029,447727764643,872.43,493.18,384.07,False Positive,,,Revenue Assurance,Belfast,83,False
10596,1,2025-03-04,2025-03-04 02:08:00,Rule Engine,,15225,447364719725,1859.62,0.0,1859.62,Confirmed,Write-off,,External Partner,Newcastle,81,False
10597,10,2025-05-25,2025-05-25 17:07:00,Real-time Monitor,,12741,447928660692,1411.25,0.0,1411.25,Resolved,Customer Warned,2025-06-05,Revenue Assurance,London,81,False
10598,2,2025-03-20,2025-03-20 23:48:00,ML Model,0.96,26838,447102553274,153.51,0.0,153.51,Resolved,Write-off,2025-03-22,Fraud Ops,Belfast,72,False
10599,2,2025-01-07,2025-01-07 15:40:00,Manual Review,,18101,447906650814,2095.85,1403.73,526.68,False Positive,,,Security,Leeds,91,False
10600,2,2025-05-20,2025-05-20 02:02:00,ML Model,0.95,21019,447719567576,2944.56,0.0,2944.56,Resolved,Account Blocked,2025-05-24,Fraud Ops,Birmingham,74,False
10601,7,2025-07-30,2025-07-30 03:28:00,Rule Engine,,13846,447952571672,478.75,0.0,478.75,Detected,,,Fraud Ops,Nottingham,95,False
10602,1,2025-12-19,2025-12-19 16:13:00,ML Model,0.95,20258,447910190736,1781.81,0.0,1781.81,Resolved,Account Blocked,2026-01-17,Security,Glasgow,83,False
10603,1,2026-02-27,2026-02-27 12:18:00,Partner Alert,,17765,447790417665,1281.11,502.55,442.91,Investigating,,,Security,Liverpool,81,False
10604,5,2025-10-09,2025-10-09 15:24:00,Real-time Monitor,,7801,447260461875,30483.13,21068.24,14847.62,False Positive,,,External Partner,Liverpool,68,False
10605,6,2025-01-16,2025-01-16 03:55:00,Rule Engine,,26378,447169542045,1959.51,0.0,1959.51,Resolved,Customer Warned,2025-01-27,Security,Southampton,83,False
10606,1,2025-02-04,2025-02-04 04:47:00,Customer Report,,11466,447836117562,4851.65,0.0,4851.65,Detected,,,Security,Leeds,98,False
10607,4,2025-05-27,2025-05-27 00:47:00,Rule Engine,,14583,447597542741,694.12,0.0,694.12,Resolved,Write-off,2025-06-19,Security,Leeds,73,True
10608,11,2025-02-21,2025-02-21 08:45:00,Partner Alert,,1726,447976373070,1764.56,0.0,1764.56,Detected,,,Revenue Assurance,Southampton,73,True
10609,2,2025-03-13,2025-03-13 02:48:00,Rule Engine,,11754,447518972055,651.14,237.85,228.66,Investigating,,,External Partner,Leeds,64,False
10610,1,2025-07-16,2025-07-16 19:20:00,Customer Report,,14960,447210006578,4980.11,0.0,4980.11,Resolved,No Action,2025-08-01,Revenue Assurance,Cardiff,80,False
10611,2,2026-02-19,2026-02-19 02:19:00,ML Model,0.9,13084,447378066365,2418.98,0.0,2418.98,Detected,,,Revenue Assurance,Leicester,76,True
10612,1,2026-02-08,2026-02-08 20:01:00,Real-time Monitor,,25063,447167372858,1814.34,0.0,1814.34,Resolved,Account Blocked,2026-02-09,Security,Leeds,66,False
10613,3,2025-10-13,2025-10-13 18:09:00,Partner Alert,,16797,447260148948,33474.76,14393.41,7088.87,False Positive,,,Revenue Assurance,Cardiff,66,False
10614,6,2025-04-27,2025-04-27 15:48:00,Rule Engine,,13272,447126872656,1320.62,625.09,552.39,False Positive,,,Revenue Assurance,Leicester,77,False
10615,11,2025-04-02,2025-04-02 04:10:00,ML Model,0.87,12374,447323433501,1225.37,605.45,527.33,Investigating,,,Revenue Assurance,Cardiff,74,True
10616,11,2025-10-14,2025-10-14 20:20:00,ML Model,0.92,2793,447970719008,3016.06,2019.94,1095.13,Investigating,,,External Partner,Birmingham,81,False
10617,12,2025-07-24,2025-07-24 14:24:00,ML Model,0.77,21298,447184011469,1670.56,0.0,1670.56,Resolved,Account Blocked,2025-08-04,Fraud Ops,Birmingham,98,False
10618,1,2025-07-07,2025-07-07 15:02:00,Rule Engine,,7214,447780633574,4589.7,0.0,4589.7,Resolved,Customer Warned,2025-07-13,Security,Leeds,99,False
10619,8,2025-12-26,2025-12-26 15:49:00,Customer Report,,13881,447995936809,4418.39,0.0,4418.39,Resolved,No Action,2026-01-14,External Partner,Southampton,94,False
10620,3,2025-10-31,2025-10-31 08:29:00,ML Model,0.69,24102,447204735431,25421.32,0.0,25421.32,Confirmed,Refund Issued,,Revenue Assurance,Manchester,85,False
10621,12,2025-07-02,2025-07-02 13:20:00,Rule Engine,,27522,447845360529,1994.49,1353.34,963.6,Investigating,,,Revenue Assurance,Glasgow,74,False
10622,11,2025-03-27,2025-03-27 21:50:00,Rule Engine,,25048,447300270061,1244.76,0.0,1244.76,Resolved,No Action,2025-03-30,Revenue Assurance,Birmingham,85,False
10623,12,2025-02-09,2025-02-09 16:43:00,Manual Review,,13085,447954000430,1313.36,706.89,366.07,False Positive,,,Fraud Ops,Cardiff,80,False
10624,3,2025-08-27,2025-08-27 14:20:00,Real-time Monitor,,19310,447962211147,18735.23,0.0,18735.23,Confirmed,Refund Issued,,Revenue Assurance,Nottingham,89,False
10625,8,2025-06-18,2025-06-18 02:36:00,ML Model,0.88,3450,447499834265,28022.09,0.0,28022.09,Detected,,,Revenue Assurance,Belfast,67,False
10626,8,2025-12-15,2025-12-15 11:31:00,ML Model,0.66,7401,447703097897,18847.74,8471.84,5166.13,False Positive,,,Revenue Assurance,Sheffield,80,False
10627,1,2025-03-14,2025-03-14 10:23:00,Customer Report,,24178,447664411392,2829.37,1690.79,855.5,False Positive,,,Revenue Assurance,Leicester,71,False
10628,3,2025-01-09,2025-01-09 01:06:00,Rule Engine,,14463,447979754786,16942.54,0.0,16942.54,Confirmed,Customer Warned,,External Partner,Cardiff,72,False
10629,8,2025-02-15,2025-02-15 21:39:00,Real-time Monitor,,22961,447697492548,17035.5,12842.53,7720.96,Escalated,,,Security,Cardiff,71,False
10630,6,2025-05-11,2025-05-11 20:21:00,Partner Alert,,14078,447862748815,1159.53,567.28,355.73,False Positive,,,Security,Sheffield,61,False
10631,2,2026-02-09,2026-02-09 05:02:00,Partner Alert,,2129,447289559456,3182.65,0.0,3182.65,Resolved,No Action,2026-02-15,Revenue Assurance,Leeds,75,False
10632,2,2025-08-01,2025-08-01 23:37:00,Manual Review,,1576,447946865848,1947.83,0.0,1947.83,Resolved,No Action,2025-08-21,External Partner,Edinburgh,63,False
10633,9,2025-12-03,2025-12-03 07:03:00,ML Model,0.79,18612,447785200377,1893.36,0.0,1893.36,Confirmed,Account Blocked,,Fraud Ops,Manchester,98,False
10634,2,2025-12-12,2025-12-12 22:43:00,Customer Report,,29701,447681379542,1255.44,714.85,266.43,Investigating,,,Revenue Assurance,Liverpool,84,False
10635,6,2025-05-02,2025-05-02 13:40:00,Manual Review,,21885,447314351354,285.71,0.0,285.71,Detected,,,Revenue Assurance,Leicester,77,False
10636,3,2026-01-20,2026-01-20 21:26:00,ML Model,0.87,12714,447436309477,28384.02,0.0,28384.02,Confirmed,Refund Issued,,External Partner,Glasgow,72,False
10637,5,2025-01-25,2025-01-25 07:52:00,Manual Review,,8512,447375440778,45310.26,0.0,45310.26,Resolved,Customer Warned,2025-02-03,Fraud Ops,Glasgow,99,False
10638,10,2026-01-30,2026-01-30 19:22:00,Partner Alert,,21437,447488265869,1119.44,0.0,1119.44,Confirmed,Refund Issued,,Revenue Assurance,Liverpool,78,False
10639,5,2025-01-11,2025-01-11 09:17:00,Partner Alert,,24991,447136109932,7792.6,0.0,7792.6,Resolved,Write-off,2025-02-01,Fraud Ops,Southampton,89,False
10640,1,2026-02-21,2026-02-21 01:09:00,Partner Alert,,6313,447329005958,4831.94,0.0,4831.94,Confirmed,Customer Warned,,Fraud Ops,Belfast,97,True
10641,10,2025-06-19,2025-06-19 18:25:00,Partner Alert,,17904,447642665161,980.64,0.0,980.64,Detected,,,Security,Manchester,98,False
10642,4,2025-05-16,2025-05-16 15:28:00,Customer Report,,7855,447287238623,973.98,0.0,973.98,Resolved,Refund Issued,2025-05-21,Fraud Ops,Liverpool,92,True
10643,5,2025-01-21,2025-01-21 07:11:00,Real-time Monitor,,8629,447372365687,25643.46,13930.41,8469.72,False Positive,,,Revenue Assurance,Belfast,76,False
10644,2,2025-03-15,2025-03-15 17:44:00,ML Model,0.71,18735,447357744151,1617.61,0.0,1617.61,Resolved,Refund Issued,2025-03-31,Revenue Assurance,Leicester,88,False
10645,10,2025-11-09,2025-11-09 03:57:00,Partner Alert,,4794,447634425716,1837.96,0.0,1837.96,Resolved,Law Enforcement,2025-11-20,Revenue Assurance,London,99,False
10646,7,2025-01-22,2025-01-22 02:01:00,Customer Report,,26901,447754984754,234.66,0.0,234.66,Confirmed,Refund Issued,,Revenue Assurance,Sheffield,78,True
10647,6,2025-07-06,2025-07-06 10:28:00,Rule Engine,,11558,447824817187,207.52,0.0,207.52,Detected,,,Fraud Ops,Cardiff,77,False
10648,8,2025-07-21,2025-07-21 22:52:00,ML Model,0.72,2772,447254557324,34844.22,0.0,34844.22,Resolved,Account Blocked,2025-08-17,External Partner,Manchester,66,False
10649,2,2025-09-28,2025-09-28 17:56:00,ML Model,0.94,14917,447913958924,2697.31,0.0,2697.31,Confirmed,Refund Issued,,Revenue Assurance,Nottingham,77,False
10650,9,2026-02-10,2026-02-10 01:40:00,ML Model,0.81,3235,447523220262,532.64,355.17,147.46,Investigating,,,Security,Newcastle,76,False
10651,1,2025-10-17,2025-10-17 01:42:00,Partner Alert,,25771,447150085963,4660.73,3406.8,1119.19,Investigating,,,Security,Birmingham,84,False
10652,8,2026-02-22,2026-02-22 01:51:00,Rule Engine,,10920,447106533474,39036.66,0.0,39036.66,Confirmed,No Action,,Security,Nottingham,82,False
10653,9,2025-08-03,2025-08-03 17:40:00,ML Model,0.92,5969,447410027041,1978.48,1334.24,398.68,False Positive,,,Fraud Ops,Glasgow,95,False
10654,1,2025-09-26,2025-09-26 10:11:00,Partner Alert,,7504,447238214292,3947.17,0.0,3947.17,Resolved,Customer Warned,2025-10-10,Security,Nottingham,82,False
10655,5,2026-01-31,2026-01-31 01:22:00,Rule Engine,,28409,447704017637,23350.46,0.0,23350.46,Resolved,No Action,2026-02-15,Fraud Ops,Glasgow,90,False
10656,1,2025-03-05,2025-03-05 23:32:00,Rule Engine,,24998,447525877629,2991.21,1984.32,1430.73,Escalated,,,External Partner,Glasgow,89,False
10657,11,2025-08-05,2025-08-05 01:59:00,ML Model,0.76,24291,447401844977,1872.67,0.0,1872.67,Confirmed,No Action,,Fraud Ops,Cardiff,81,False
10658,4,2025-04-22,2025-04-22 21:45:00,Manual Review,,17438,447517408053,846.04,474.58,363.34,False Positive,,,Fraud Ops,Belfast,91,True
10659,8,2025-06-22,2025-06-22 05:36:00,ML Model,0.75,15387,447471955587,42159.48,29720.57,14298.28,False Positive,,,External Partner,Cardiff,85,False
10660,11,2025-06-10,2025-06-10 07:38:00,Rule Engine,,29086,447732962880,3346.36,0.0,3346.36,Resolved,Law Enforcement,2025-07-03,Security,Bristol,78,True
10661,6,2025-04-16,2025-04-16 08:52:00,ML Model,0.78,4393,447346075290,506.34,286.5,251.24,Investigating,,,Fraud Ops,Glasgow,75,False
10662,5,2025-10-20,2025-10-20 10:26:00,Partner Alert,,10792,447845050423,46300.04,0.0,46300.04,Confirmed,Write-off,,Security,Leeds,92,False
10663,3,2025-01-04,2025-01-04 23:56:00,ML Model,0.92,13889,447924717961,18322.69,0.0,18322.69,Confirmed,Write-off,,External Partner,Leicester,77,False
10664,3,2025-11-12,2025-11-12 11:25:00,Rule Engine,,4609,447267080931,29565.49,20974.43,8450.96,Investigating,,,Security,Cardiff,69,False
10665,10,2026-01-05,2026-01-05 10:21:00,ML Model,0.82,22721,447179144124,1691.05,0.0,1691.05,Resolved,Refund Issued,2026-02-04,Revenue Assurance,Glasgow,80,True
10666,11,2025-09-06,2025-09-06 20:02:00,Rule Engine,,1955,447120885523,2137.27,0.0,2137.27,Resolved,Customer Warned,2025-09-26,Revenue Assurance,Liverpool,69,False
10667,11,2025-08-10,2025-08-10 23:19:00,Rule Engine,,18609,447261357535,2101.19,0.0,2101.19,Resolved,Customer Warned,2025-08-30,Security,Bristol,80,False
10668,8,2025-05-27,2025-05-27 03:23:00,ML Model,0.77,10423,447551732161,17319.0,0.0,17319.0,Resolved,Account Blocked,2025-05-30,Fraud Ops,London,90,False
10669,4,2025-11-15,2025-11-15 14:41:00,Real-time Monitor,,16510,447272949734,1157.62,0.0,1157.62,Resolved,Write-off,2025-12-05,Security,Manchester,72,False
10670,6,2026-02-11,2026-02-11 16:02:00,ML Model,0.83,16863,447285369802,215.77,0.0,215.77,Resolved,No Action,2026-02-22,Fraud Ops,Glasgow,67,False
10671,5,2025-11-26,2025-11-26 06:48:00,Real-time Monitor,,13354,447922929534,18473.58,14311.62,6183.19,Escalated,,,External Partner,Birmingham,75,False
10672,2,2025-09-06,2025-09-06 02:00:00,Customer Report,,14723,447578836619,865.19,605.55,234.33,Escalated,,,Fraud Ops,Manchester,75,False
10673,1,2025-05-06,2025-05-06 16:44:00,Customer Report,,8323,447568959132,4759.86,3416.04,1309.68,False Positive,,,Fraud Ops,Birmingham,100,False
10674,9,2025-05-11,2025-05-11 17:48:00,Rule Engine,,14147,447765770442,668.8,0.0,668.8,Resolved,Refund Issued,2025-06-06,Fraud Ops,Leicester,63,False
10675,11,2026-01-02,2026-01-02 20:39:00,Customer Report,,22228,447431856261,1837.11,0.0,1837.11,Confirmed,Refund Issued,,External Partner,Cardiff,96,False
10676,3,2025-08-06,2025-08-06 21:18:00,ML Model,0.92,12299,447865360325,26698.58,8192.69,9624.34,Investigating,,,Security,Southampton,95,True
10677,1,2026-01-18,2026-01-18 06:29:00,ML Model,0.85,6898,447566626849,3859.22,0.0,3859.22,Resolved,Write-off,2026-01-24,External Partner,Glasgow,74,False
10678,4,2025-06-15,2025-06-15 08:23:00,ML Model,0.66,14843,447367222053,263.11,134.0,108.75,Investigating,,,Security,Glasgow,78,False
10679,2,2025-04-14,2025-04-14 07:54:00,ML Model,0.96,12503,447527045931,3614.49,0.0,3614.49,Resolved,Customer Warned,2025-04-15,External Partner,Southampton,84,False
10680,11,2025-10-31,2025-10-31 15:51:00,ML Model,0.85,28194,447111249486,4756.73,3286.21,1316.82,False Positive,,,External Partner,Newcastle,94,False
10681,6,2025-04-22,2025-04-22 21:12:00,Rule Engine,,11048,447956505107,310.66,0.0,310.66,Resolved,Refund Issued,2025-05-21,Revenue Assurance,Cardiff,77,False
10682,8,2025-07-23,2025-07-23 04:41:00,Rule Engine,,4252,447723323861,38014.37,0.0,38014.37,Confirmed,No Action,,External Partner,Sheffield,77,True
10683,2,2025-06-27,2025-06-27 19:55:00,Real-time Monitor,,10374,447652964608,1018.04,0.0,1018.04,Resolved,Law Enforcement,2025-07-04,External Partner,London,97,False
10684,6,2025-02-18,2025-02-18 03:08:00,Customer Report,,17127,447846061175,106.65,0.0,106.65,Resolved,No Action,2025-02-23,Fraud Ops,Cardiff,77,False
10685,1,2025-09-13,2025-09-13 22:54:00,Customer Report,,569,447762291494,989.5,0.0,989.5,Confirmed,Refund Issued,,Security,Southampton,79,False
10686,2,2026-02-09,2026-02-09 17:59:00,Customer Report,,16138,447899437491,1072.99,0.0,1072.99,Resolved,No Action,2026-02-19,Revenue Assurance,Newcastle,97,False
10687,8,2025-05-24,2025-05-24 09:22:00,Manual Review,,5592,447469152229,36163.01,0.0,36163.01,Confirmed,No Action,,Fraud Ops,Newcastle,91,True
10688,3,2025-09-05,2025-09-05 23:11:00,Rule Engine,,3379,447496591577,30602.65,21577.47,12734.66,Investigating,,,Security,Birmingham,89,False
10689,4,2025-02-08,2025-02-08 10:45:00,Rule Engine,,29793,447877193565,1171.14,0.0,1171.14,Confirmed,Customer Warned,,Security,Cardiff,67,False
10690,6,2025-12-08,2025-12-08 09:22:00,Rule Engine,,23946,447944887078,73.07,0.0,73.07,Resolved,Refund Issued,2025-12-30,Security,Cardiff,68,False
10691,9,2026-01-27,2026-01-27 07:32:00,ML Model,0.76,21489,447737788236,807.65,0.0,807.65,Resolved,Refund Issued,2026-01-29,Fraud Ops,Glasgow,100,False
10692,4,2025-03-10,2025-03-10 12:50:00,Customer Report,,28149,447151825062,994.54,0.0,994.54,Confirmed,Customer Warned,,Revenue Assurance,Edinburgh,64,False
10693,3,2025-12-06,2025-12-06 14:36:00,Rule Engine,,6742,447580952211,14685.71,0.0,14685.71,Confirmed,Customer Warned,,External Partner,Manchester,76,False
10694,5,2026-01-13,2026-01-13 08:44:00,Manual Review,,29760,447274779806,8086.98,2518.68,4004.13,Investigating,,,Security,Belfast,94,False
10695,8,2025-02-05,2025-02-05 10:11:00,ML Model,0.74,19718,447941537479,27036.87,0.0,27036.87,Confirmed,No Action,,Revenue Assurance,Glasgow,98,False
10696,11,2025-07-04,2025-07-04 02:12:00,Real-time Monitor,,8395,447116615755,2589.7,863.43,732.37,False Positive,,,Fraud Ops,Belfast,100,False
10697,6,2025-03-29,2025-03-29 01:53:00,Rule Engine,,14805,447495180965,853.24,538.79,311.17,False Positive,,,Fraud Ops,London,87,False
